"Genus","Species","Subspecies","Strain","Status","LPSN_ID","address"
"Acetobacter","lambici",NA,"DSM 27328; LMG 27439","VP; sp. nov.; validly published under the ICNP; correct name",791710,"https://lpsn.dsmz.de/species/acetobacter-lambici"
"Acetobacter","lovaniensis",NA,"ATCC 12875; DSM 4491; DSM 46218; IFO 13753; LMG 1579; LMG 1617; NBRC 13753; NCIB 8620; NCIMB 8620","VL; comb. nov.; validly published under the ICNP; correct name",772502,"https://lpsn.dsmz.de/species/acetobacter-lovaniensis"
"Acetobacter","malorum",NA,"DSM 14337; LMG 1746","VP; sp. nov.; validly published under the ICNP; correct name",772503,"https://lpsn.dsmz.de/species/acetobacter-malorum"
"Acetobacter","musti",NA,"Bo7; CECT 7722; DSM 23824","VP; sp. nov.; validly published under the ICNP; correct name",793848,"https://lpsn.dsmz.de/species/acetobacter-musti"
"Acetobacter","nitrogenifigens",NA,"DSM 23921; LMG 23498; MTCC 6912; RG1","VP; sp. nov.; validly published under the ICNP; correct name",785323,"https://lpsn.dsmz.de/species/acetobacter-nitrogenifigens"
"Acetobacter","oeni",NA,"B 13; CECT 5830; DSM 23926; LMG 21952","VP; sp. nov.; validly published under the ICNP; correct name",783238,"https://lpsn.dsmz.de/species/acetobacter-oeni"
"Acetobacter","okinawensis",NA,"1-35; JCM 25146; LMG 26457","VL; sp. nov.; validly published under the ICNP; correct name",790310,"https://lpsn.dsmz.de/species/acetobacter-okinawensis"
"Acetobacter","orientalis",NA,"21F-2; CIP 107379; DSM 15550; IFO 16606; JCM 11195; NBRC 16606; NRIC 481","VL; sp. nov.; validly published under the ICNP; correct name",772508,"https://lpsn.dsmz.de/species/acetobacter-orientalis"
"Acetobacter","orleanensis",NA,"ATCC 12876; CCUG 18126; DSM 4492; DSM 46223; IFO 13752; JCM 7639; LMG 1583; NBRC 13752; NCCB 31003; NCIB 8622; NCIMB 8622","VL; comb. nov.; validly published under the ICNP; correct name",772509,"https://lpsn.dsmz.de/species/acetobacter-orleanensis"
"Acetobacter","oryzifermentans",NA,"JCM 31096; KACC 19301; SLV-7","VL; sp. nov.; validly published under the ICNP; correct name",800723,"https://lpsn.dsmz.de/species/acetobacter-oryzifermentans"
"Acetobacter","oryzoeni",NA,"B 6; JCM 33371; KACC 21201","VP; sp. nov.; validly published under the ICNP; correct name",5839,"https://lpsn.dsmz.de/species/acetobacter-oryzoeni"
"Acetobacter","papayae",NA,"1-25; JCM 25143; LMG 26456","VL; sp. nov.; validly published under the ICNP; correct name",790356,"https://lpsn.dsmz.de/species/acetobacter-papayae"
"Acetobacter","pasteurianus",NA,"ATCC 33445; CCUG 18125; CIP 103108; DSM 3509; JCM 7640; LMD 22.1; LMG 1262; NCCB 22001","VL; comb. nov.; validly published under the ICNP; correct name",772511,"https://lpsn.dsmz.de/species/acetobacter-pasteurianus"
"Acetobacter","persici",NA,"JCM 25330; LMG 26458; T-120","VL; sp. nov.; validly published under the ICNP; correct name",790357,"https://lpsn.dsmz.de/species/acetobacter-persici"
"Acetobacter","pomorum",NA,"CIP 105762; DSM 11825; LHT 2458; LMG 18848; LTH 2458","VP; sp. nov.; validly published under the ICNP; correct name",772516,"https://lpsn.dsmz.de/species/acetobacter-pomorum"
"Acetobacter","sacchari",NA,"BCC 67843; NRIC 977; TBRC 11175; VTCC 910031; VTH-Ai14","VL; sp. nov.; validly published under the ICNP; correct name",5404,"https://lpsn.dsmz.de/species/acetobacter-sacchari"
"Acetobacter","senegalensis",NA,"CWBI-B418; DSM 18889; LMG 23690","VP; sp. nov.; validly published under the ICNP; correct name",785826,"https://lpsn.dsmz.de/species/acetobacter-senegalensis"
"Acetobacter","sicerae",NA,"LMG 1531; NCIB 8941; NCIMB 8941","VP; sp. nov.; validly published under the ICNP; correct name",791950,"https://lpsn.dsmz.de/species/acetobacter-sicerae"
"Acetobacter","suratthaniensis",NA,"AI32; BCC 26087; NBRC 111399","VL; sp. nov.; validly published under the ICNP; correct name",794706,"https://lpsn.dsmz.de/species/acetobacter-suratthaniensis"
"Acetobacter","syzygii",NA,"9H-2; CIP 107378; DSM 15548; IFO 16604; JCM 11197; NBRC 16604; NRIC 483","VL; sp. nov.; validly published under the ICNP; correct name",772520,"https://lpsn.dsmz.de/species/acetobacter-syzygii"
"Acetobacter","thailandicus",NA,"AD25; BCC 15839; NBRC 103583","VL; sp. nov.; validly published under the ICNP; correct name",794091,"https://lpsn.dsmz.de/species/acetobacter-thailandicus"
"Acetobacter","tropicalis",NA,"DSM 15551; IFO 16470; JCM 10947; LMG 19825; NBRC 16470; Ni-6b; NRIC 312","VL; sp. nov.; validly published under the ICNP; correct name",772521,"https://lpsn.dsmz.de/species/acetobacter-tropicalis"
"Acetobacter","vaccinii",NA,"C17-3; KACC 21233; LMG 31758","VP; sp. nov.; validly published under the ICNP; correct name",31769,"https://lpsn.dsmz.de/species/acetobacter-vaccinii"
"Acetobacterium","bakii",NA,"ATCC 51794; DSM 8239; Z-4391","VL; sp. nov.; validly published under the ICNP; correct name",772524,"https://lpsn.dsmz.de/species/acetobacterium-bakii"
"Acetobacterium","carbinolicum",NA,"DSM 2925; WoProp 1","VL; sp. nov.; validly published under the ICNP; correct name",772525,"https://lpsn.dsmz.de/species/acetobacterium-carbinolicum"
"Acetobacterium","fimetarium",NA,"ATCC 51795; DSM 8238; Z-4290","VL; sp. nov.; validly published under the ICNP; correct name",772527,"https://lpsn.dsmz.de/species/acetobacterium-fimetarium"
"Acetobacterium","malicum","dehalogenans","DSM 11527; MC; NBRC 117038","VP; subsp. nov.; validly published under the ICNP; correct name",65212,"https://lpsn.dsmz.de/subspecies/acetobacterium-malicum-dehalogenans"
"Acetobacterium","malicum","malicum","ATCC 51201; DSM 4132; MuME1","VP; subsp. nov.; validly published under the ICNP; correct name",65213,"https://lpsn.dsmz.de/subspecies/acetobacterium-malicum-malicum"
"Acetobacterium","paludosum",NA,"ATCC 51793; DSM 8237; Z-4092","VL; sp. nov.; validly published under the ICNP; correct name",772529,"https://lpsn.dsmz.de/species/acetobacterium-paludosum"
"Acetobacterium","tundrae",NA,"ATCC BAA-996; DSM 917; DSM 9173; Z-4493","VL; sp. nov.; validly published under the ICNP; correct name",772532,"https://lpsn.dsmz.de/species/acetobacterium-tundrae"
"Acetobacterium","wieringae",NA,"ATCC 43740; DSM 1911; JCM 2380; LMG 7579","VL; sp. nov.; validly published under the ICNP; correct name",772533,"https://lpsn.dsmz.de/species/acetobacterium-wieringae"
"Acetobacterium","woodii",NA,"ATCC 29683; DSM 1030; JCM 2381","VL; sp. nov.; validly published under the ICNP; correct name",772534,"https://lpsn.dsmz.de/species/acetobacterium-woodii"
"Acetobacteroides","hydrogenigenes",NA,"CGMCC 1.5173; DSM 24657; JCM 17603; RL-C","VP; sp. nov.; validly published under the ICNP; correct name",792130,"https://lpsn.dsmz.de/species/acetobacteroides-hydrogenigenes"
"Acetofilamentum","rigidum",NA,"DSM 20769; MN","VL; sp. nov.; validly published under the ICNP; correct name",772536,"https://lpsn.dsmz.de/species/acetofilamentum-rigidum"
"Acetohalobium","arabaticum",NA,"ATCC 49924; DSM 5501; Z-7288","VL; sp. nov.; validly published under the ICNP; correct name",772538,"https://lpsn.dsmz.de/species/acetohalobium-arabaticum"
"Acetomicrobium","flavidum",NA,"ATCC 43122; DSM 20664; LMG 6941","VL; sp. nov.; validly published under the ICNP; correct name",772541,"https://lpsn.dsmz.de/species/acetomicrobium-flavidum"
"Acetomicrobium","hydrogeniformans",NA,"ATCC BAA-1850; DSM 22491; OS1","VP; comb. nov.; validly published under the ICNP; correct name",793979,"https://lpsn.dsmz.de/species/acetomicrobium-hydrogeniformans"
"Acetomicrobium","mobile",NA,"ATCC BAA-54; DSM 13181; NGA","VP; comb. nov.; validly published under the ICNP; correct name",793977,"https://lpsn.dsmz.de/species/acetomicrobium-mobile"
"Acetomicrobium","thermoterrenum",NA,"ACM 5076; DSM 13490; RWcit; RWcit2","VP; comb. nov.; validly published under the ICNP; correct name",793978,"https://lpsn.dsmz.de/species/acetomicrobium-thermoterrenum"
"Acetonema","longum",NA,"APO-1; ATCC 51454; DSM 6540","VL; sp. nov.; validly published under the ICNP; correct name",772544,"https://lpsn.dsmz.de/species/acetonema-longum"
"Acetothermus","paucivorans",NA,"DSM 20768; TN","VL; sp. nov.; validly published under the ICNP; correct name",772545,"https://lpsn.dsmz.de/species/acetothermus-paucivorans"
"Acholeplasma","axanthum",NA,"ATCC 25176; NCTC 10138; S-743","VL; sp. nov.; validly published under the ICNP; correct name",783246,"https://lpsn.dsmz.de/species/acholeplasma-axanthum"
"Acholeplasma","brassicae",NA,"0502; ATCC 49388","VP; sp. nov.; validly published under the ICNP; correct name",783247,"https://lpsn.dsmz.de/species/acholeplasma-brassicae"
"Acholeplasma","cavigenitalium",NA,"ATCC 49901; GP3; NCTC 11727","VP; sp. nov.; validly published under the ICNP; correct name",783248,"https://lpsn.dsmz.de/species/acholeplasma-cavigenitalium"
"Acholeplasma","equifetale",NA,"ATCC 29724; NCTC 10171","VL; sp. nov.; validly published under the ICNP; correct name",783250,"https://lpsn.dsmz.de/species/acholeplasma-equifetale"
"Acholeplasma","equirhinis",NA,"ATCC TSD-139; DSM 106692; N93; NCTC 14351","VL; sp. nov.; validly published under the ICNP; correct name",3395,"https://lpsn.dsmz.de/species/acholeplasma-equirhinis"
"Acholeplasma","granularum",NA,"ATCC 19168; IFO 14847; NBRC 14847; NCTC 10128","VL; comb. nov.; validly published under the ICNP; correct name",783252,"https://lpsn.dsmz.de/species/acholeplasma-granularum"
"Acholeplasma","hippikon",NA,"ATCC 29725; NCTC 10172","VL; sp. nov.; validly published under the ICNP; correct name",783253,"https://lpsn.dsmz.de/species/acholeplasma-hippikon"
"Acholeplasma","laidlawii",NA,"ATCC 23206; CIP 75.27; DSM 23060; IFO 14400; NBRC 14400; NCTC 10116","VL; comb. nov.; validly published under the ICNP; correct name",772547,"https://lpsn.dsmz.de/species/acholeplasma-laidlawii"
"Acholeplasma","modicum",NA,"ATCC 29102; NCTC 10134; PG 49","VL; sp. nov.; validly published under the ICNP; correct name",783254,"https://lpsn.dsmz.de/species/acholeplasma-modicum"
"Acholeplasma","morum",NA,"72-043; ATCC 33211; NCTC 10188","VP; sp. nov.; validly published under the ICNP; correct name",783255,"https://lpsn.dsmz.de/species/acholeplasma-morum"
"Acholeplasma","multilocale",NA,"ATCC 49900; NCTC 11723; PN525","VP; sp. nov.; validly published under the ICNP; correct name",783256,"https://lpsn.dsmz.de/species/acholeplasma-multilocale"
"Acholeplasma","oculi",NA,"19-L; 19L ATCC 27350; ATCC 27350; NCTC 10150","VL; sp. nov.; validly published under the ICNP; correct name",783257,"https://lpsn.dsmz.de/species/acholeplasma-oculi"
"Acholeplasma","palmae",NA,"5233; ATCC 49389; J233","VP; sp. nov.; validly published under the ICNP; correct name",783258,"https://lpsn.dsmz.de/species/acholeplasma-palmae"
"Acholeplasma","parvum",NA,"ATCC 29892; H23M; NCTC 10198","VP; sp. nov.; validly published under the ICNP; correct name",783259,"https://lpsn.dsmz.de/species/acholeplasma-parvum"
"Acholeplasma","pleciae",NA,"ATCC 49582; NBRC 100476; PS-1","VP; comb. nov.; validly published under the ICNP; correct name",783260,"https://lpsn.dsmz.de/species/acholeplasma-pleciae"
"Acholeplasma","vituli",NA,"ATCC 700667; CIP 107001; FC-097; FC 097-2","VP; sp. nov.; validly published under the ICNP; correct name",783262,"https://lpsn.dsmz.de/species/acholeplasma-vituli"
"Achromatium","oxaliferum",NA,"no culture isolated","VL; sp. nov.; validly published under the ICNP; correct name",783263,"https://lpsn.dsmz.de/species/achromatium-oxaliferum"
"Achromobacter","aegrifaciens",NA,"CCUG 62438; LMG 26852","VL; sp. nov.; validly published under the ICNP; correct name",791414,"https://lpsn.dsmz.de/species/achromobacter-aegrifaciens"
"Achromobacter","aestuarii",NA,"JCM 33329; KACC 21219; KS-M25","VL; sp. nov.; validly published under the ICNP; correct name",9663,"https://lpsn.dsmz.de/species/achromobacter-aestuarii"
"Achromobacter","agilis",NA,"CCUG 62454; LMG 3411","VP; sp. nov., nom. rev.; validly published under the ICNP; correct name",794605,"https://lpsn.dsmz.de/species/achromobacter-agilis"
"Achromobacter","aloeverae",NA,"AVA-1; LMG 29108; NBRC 111463; PCU 352; TISTR 2383","VP; sp. nov.; validly published under the ICNP; correct name",795050,"https://lpsn.dsmz.de/species/achromobacter-aloeverae"
"Achromobacter","animicus",NA,"CCUG 61966; DSM 29601; LMG 26690","VL; sp. nov.; validly published under the ICNP; correct name",790791,"https://lpsn.dsmz.de/species/achromobacter-animicus"
"Achromobacter","anxifer",NA,"CCUG 62444; LMG 26857","VL; sp. nov.; validly published under the ICNP; correct name",791415,"https://lpsn.dsmz.de/species/achromobacter-anxifer"
"Achromobacter","deleyi",NA,"CCUG 62433; LMG 3458","VP; sp. nov.; validly published under the ICNP; correct name",794613,"https://lpsn.dsmz.de/species/achromobacter-deleyi"
"Achromobacter","denitrificans",NA,"ATCC 15173; CCUG 407; CIP 77.15; DSM 30026; IFO 15125; JCM 5490; LMG 1231; NCTC 8582","VP; comb. nov.; validly published under the ICNP; correct name",772551,"https://lpsn.dsmz.de/species/achromobacter-denitrificans"
"Achromobacter","dolens",NA,"CCUG 62421; LMG 26840","VL; sp. nov.; validly published under the ICNP; correct name",791416,"https://lpsn.dsmz.de/species/achromobacter-dolens"
"Achromobacter","insolitus",NA,"API 201-3-84; CCUG 47057; DSM 23807; LMG 6003","VP; sp. nov.; validly published under the ICNP; correct name",783264,"https://lpsn.dsmz.de/species/achromobacter-insolitus"
"Achromobacter","insuavis",NA,"CCUG 62426; LMG 26845","VL; sp. nov.; validly published under the ICNP; correct name",791417,"https://lpsn.dsmz.de/species/achromobacter-insuavis"
"Achromobacter","kerstersii",NA,"CCUG 62449; LMG 3441","VP; sp. nov.; validly published under the ICNP; correct name",794611,"https://lpsn.dsmz.de/species/achromobacter-kerstersii"
"Achromobacter","marplatensis",NA,"B 2; CCM 7608; CCUG 56371; CECT 7342; LMG 26219","VP; sp. nov.; validly published under the ICNP; correct name",789403,"https://lpsn.dsmz.de/species/achromobacter-marplatensis"
"Achromobacter","mucicolens",NA,"CCUG 61961; DSM 29602; LMG 26685","VL; sp. nov.; validly published under the ICNP; correct name",790792,"https://lpsn.dsmz.de/species/achromobacter-mucicolens"
"Achromobacter","pestifer",NA,"CCUG 61959; LMG 3431","VP; sp. nov., nom. rev.; validly published under the ICNP; correct name",794606,"https://lpsn.dsmz.de/species/achromobacter-pestifer"
"Achromobacter","piechaudii",NA,"ATCC 43552; CCUG 724; CIP 60.75; DSM 10342; Hugh 366-5; IAM 12591; JCM 20668; LMG 1873; NBRC 102461; NCTC 11970","VL; comb. nov.; validly published under the ICNP; correct name",772562,"https://lpsn.dsmz.de/species/achromobacter-piechaudii"
"Achromobacter","pulmonis",NA,"CCUG 61972; DSM 100240; DSM 29617; LMG 26696","VL; sp. nov.; validly published under the ICNP; correct name",790793,"https://lpsn.dsmz.de/species/achromobacter-pulmonis"
"Achromobacter","ruhlandii",NA,"ATCC 15749; CCUG 38886; CIP 77.26; DSM 653; LMG 1866; VKM B-1333","VL; comb. nov.; validly published under the ICNP; correct name",772563,"https://lpsn.dsmz.de/species/achromobacter-ruhlandii"
"Achromobacter","seleniivolatilans",NA,"GDMCC 1.3843; JCM 36009; R39","VP; sp. nov.; validly published under the ICNP; correct name",47818,"https://lpsn.dsmz.de/species/achromobacter-seleniivolatilans"
"Achromobacter","spanius",NA,"API 198; API 198-2-84; CCUG 47062; DSM 23806; LMG 5911","VP; sp. nov.; validly published under the ICNP; correct name",783265,"https://lpsn.dsmz.de/species/achromobacter-spanius"
"Achromobacter","veterisilvae",NA,"CCUG 71558; LMG 30378","VP; sp. nov.; validly published under the ICNP; correct name",5690,"https://lpsn.dsmz.de/species/achromobacter-veterisilvae"
"Achromobacter","xylosoxidans",NA,"ATCC 27061; CCUG 56438; CIP 71.32; DSM 10346; DSM 2402; Hugh 2838; IFO 15126; JCM 9659; KM543; LMG 1863; NBRC 15126; NCTC 10807; NRRL B-4082; Yabuuchi KM 543","VP; sp. nov., nom. rev.; validly published under the ICNP; correct name",772566,"https://lpsn.dsmz.de/species/achromobacter-xylosoxidans"
"Acidaminobacter","hydrogenoformans",NA,"CIP 106102; DSM 2784; glu 65","VL; sp. nov.; validly published under the ICNP; correct name",772570,"https://lpsn.dsmz.de/species/acidaminobacter-hydrogenoformans"
"Acidaminococcus","fermentans",NA,"ATCC 25085; CCUG 9996; CIP 106432; DSM 20731; VR4","VL; sp. nov.; validly published under the ICNP; correct name",772571,"https://lpsn.dsmz.de/species/acidaminococcus-fermentans"
"Acidaminococcus","hominis",NA,"CGMCC 1.17903; KCTC 25346; NSJ 142","VP; sp. nov.; validly published under the ICNP; correct name",36095,"https://lpsn.dsmz.de/species/acidaminococcus-hominis"
"Acidaminococcus","intestini",NA,"ADV 255.99; AIP 283.01; CCUG 50930; CIP 108586; DSM 21505","VP; sp. nov.; validly published under the ICNP; correct name",786784,"https://lpsn.dsmz.de/species/acidaminococcus-intestini"
"Acidianus","ambivalens",NA,"CIP 104912; DSM 3772; JCM 9191; Lei 10","VL; comb. nov.; validly published under the ICNP; correct name",772572,"https://lpsn.dsmz.de/species/acidianus-ambivalens"
"Acidianus","brierleyi",NA,"DSM 1651; IFO 15269; JCM 8954; NBRC 15269","VP; comb. nov.; validly published under the ICNP; correct name",772573,"https://lpsn.dsmz.de/species/acidianus-brierleyi"
"Acidianus","infernus",NA,"DSM 3191; IFO 15270; JCM 8955; NBRC 15270; So4a","VP; sp. nov.; validly published under the ICNP; correct name",772574,"https://lpsn.dsmz.de/species/acidianus-infernus"
"Acidianus","sulfidivorans",NA,"DSM 18786; JCM 13667; JP7","VP; sp. nov.; validly published under the ICNP; correct name",785735,"https://lpsn.dsmz.de/species/acidianus-sulfidivorans"
"Acidibacter","ferrireducens",NA,"DSM 27237; MCF85; NCCB 100460","VL; sp. nov.; validly published under the ICNP; correct name",794262,"https://lpsn.dsmz.de/species/acidibacter-ferrireducens"
"Acidibrevibacterium","fodinaquatile",NA,"CGMCC 1.16069; G45-3; KCTC 62275","VP; sp. nov.; validly published under the ICNP; correct name",5504,"https://lpsn.dsmz.de/species/acidibrevibacterium-fodinaquatile"
"Acidicaldus","organivorans",NA,"ATCC BAA-1105; DSM 16953; Y008","VL; sp. nov.; validly published under the ICNP; correct name",785242,"https://lpsn.dsmz.de/species/acidicaldus-organivorans"
"Acidicapsa","acidiphila",NA,"DSM 29819; MCF10T -; NCCB 100576","VL; sp. nov.; validly published under the ICNP; correct name",795019,"https://lpsn.dsmz.de/species/acidicapsa-acidiphila"
"Acidicapsa","acidisoli",NA,"DSM 100508; NBRC 111227; SK-11","VP; sp. nov.; validly published under the ICNP; correct name",795185,"https://lpsn.dsmz.de/species/acidicapsa-acidisoli"
"Acidicapsa","borealis",NA,"DSM 23886; KA1; LMG 25897; VKM B-2678","VP; sp. nov.; validly published under the ICNP; correct name",789968,"https://lpsn.dsmz.de/species/acidicapsa-borealis"
"Acidicapsa","dinghuensis",NA,"4GSKX; CGMCC 1.15449; LMG 29213","VP; sp. nov.; validly published under the ICNP; correct name",797804,"https://lpsn.dsmz.de/species/acidicapsa-dinghuensis"
"Acidicapsa","ferrireducens",NA,"DSM 28997; MCF9T -; NCCB 100575","VL; sp. nov.; validly published under the ICNP; correct name",795018,"https://lpsn.dsmz.de/species/acidicapsa-ferrireducens"
"Acidicapsa","ligni",NA,"DSM 25248; LMG 26244; NCCB 100371; VKM B-2677; WH120","VP; sp. nov.; validly published under the ICNP; correct name",789969,"https://lpsn.dsmz.de/species/acidicapsa-ligni"
"Acididesulfobacillus","acetoxydans",NA,"DSM 29876; INE; JCM 30553","VL; sp. nov.; validly published under the ICNP; correct name",39681,"https://lpsn.dsmz.de/species/acididesulfobacillus-acetoxydans"
"Acidiferrimicrobium","australe",NA,"DSM 106828; RGM 2506; USS-CCA1","VP; sp. nov.; validly published under the ICNP; correct name",10616,"https://lpsn.dsmz.de/species/acidiferrimicrobium-australe"
"Acidiferrobacter","thiooxydans",NA,"DSM 2392; JCM 17358; m-1","VL; sp. nov.; validly published under the ICNP; correct name",789099,"https://lpsn.dsmz.de/species/acidiferrobacter-thiooxydans"
"Acidihalobacter","aeolianus",NA,"DSM 14174; JCM 32253; V6","VP; sp. nov.; validly published under the ICNP; correct name",800857,"https://lpsn.dsmz.de/species/acidihalobacter-aeolianus"
"Acidihalobacter","ferrooxydans",NA,"DSM 14175; JCM 32254; V8","VP; sp. nov.; validly published under the ICNP; correct name",800856,"https://lpsn.dsmz.de/species/acidihalobacter-ferrooxydans"
"Acidihalobacter","prosperus",NA,"DSM 5130; JCM 30709","VP; sp. nov.; validly published under the ICNP; correct name",793279,"https://lpsn.dsmz.de/species/acidihalobacter-prosperus"
"Acidihalobacter","yilgarnensis",NA,"DSM 105917; F5; JCM 32255","VP; sp. nov.; validly published under the ICNP; correct name",14546,"https://lpsn.dsmz.de/species/acidihalobacter-yilgarnensis"
"Acidilobus","aceticus",NA,"1904; ATCC BAA-268; DSM 11585; JCM 11320","VP; sp. nov.; validly published under the ICNP; correct name",772577,"https://lpsn.dsmz.de/species/acidilobus-aceticus"
"Acidilobus","saccharovorans",NA,"345-15; DSM 16705; VKM B-2471","VP; sp. nov.; validly published under the ICNP; correct name",772592,"https://lpsn.dsmz.de/species/acidilobus-saccharovorans"
"Acidiluteibacter","ferrifornacis",NA,"JCM 33804; MCCC 1K03817; S-15","VP; sp. nov.; validly published under the ICNP; correct name",14547,"https://lpsn.dsmz.de/species/acidiluteibacter-ferrifornacis"
"Acidilutibacter","cellobiosedens",NA,"CCAM 418; JCM 39087; JN-28","VL; sp. nov.; validly published under the ICNP; correct name",35245,"https://lpsn.dsmz.de/species/acidilutibacter-cellobiosedens"
"Acidimangrovimonas","pyrenivorans",NA,"CICC 24263; KCTC 62192; PrR001","VP; comb. nov.; validly published under the ICNP; correct name",5206,"https://lpsn.dsmz.de/species/acidimangrovimonas-pyrenivorans"
"Acidimangrovimonas","sediminis",NA,"MCCC 1K02682; MS2-2; NBRC 112978","VP; sp. nov.; validly published under the ICNP; correct name",5252,"https://lpsn.dsmz.de/species/acidimangrovimonas-sediminis"
"Acidimicrobium","ferrooxidans",NA,"DSM 10331; ICP; JCM 15462; NBRC 103882","VL; sp. nov.; validly published under the ICNP; correct name",772578,"https://lpsn.dsmz.de/species/acidimicrobium-ferrooxidans"
"Acidiphilium","acidophilum",NA,"ATCC 27807; DSM 700","VP; comb. nov.; validly published under the ICNP; correct name",772579,"https://lpsn.dsmz.de/species/acidiphilium-acidophilum"
"Acidiphilium","angustum",NA,"ATCC 35903; KLB; NCCB 86036","VP; sp. nov.; validly published under the ICNP; correct name",783267,"https://lpsn.dsmz.de/species/acidiphilium-angustum"
"Acidiphilium","cryptum",NA,"ATCC 33463; DSM 2389; IFO 14242; JCM 21277; Lhet2; NBRC 14242","VP; sp. nov.; validly published under the ICNP; correct name",772581,"https://lpsn.dsmz.de/species/acidiphilium-cryptum"
"Acidiphilium","iwatense",NA,"KCTC 23505; MS8; NBRC 107608","VP; sp. nov.; validly published under the ICNP; correct name",792431,"https://lpsn.dsmz.de/species/acidiphilium-iwatense"
"Acidiphilium","multivorum",NA,"AIU 301; DSM 11245; JCM 8867; NBRC 100785; NBRC 100883","VL; sp. nov.; validly published under the ICNP; correct name",772582,"https://lpsn.dsmz.de/species/acidiphilium-multivorum"
"Acidiphilium","organovorum",NA,"ATCC 43141; NCCB 86037","VP; sp. nov.; validly published under the ICNP; correct name",783270,"https://lpsn.dsmz.de/species/acidiphilium-organovorum"
"Acidiphilium","rubrum",NA,"ATCC 35905; OP","VP; sp. nov.; validly published under the ICNP; correct name",783271,"https://lpsn.dsmz.de/species/acidiphilium-rubrum"
"Acidipila","rosea",NA,"AP8; KCTC 23427; NBRC 107607","VL; sp. nov.; validly published under the ICNP; correct name",793213,"https://lpsn.dsmz.de/species/acidipila-rosea"
"Acidiplasma","aeolicum",NA,"DSM 18409; JCM 14615; V","VP; sp. nov.; validly published under the ICNP; correct name",772583,"https://lpsn.dsmz.de/species/acidiplasma-aeolicum"
"Acidiplasma","cupricumulans",NA,"BH2; DSM 16651; JCM 13668","VP; comb. nov.; validly published under the ICNP; correct name",788161,"https://lpsn.dsmz.de/species/acidiplasma-cupricumulans"
"Acidipropionibacterium","acidipropionici",NA,"ATCC 25562; CIP 103025; DSM 4900","VP; comb. nov.; validly published under the ICNP; correct name",794760,"https://lpsn.dsmz.de/species/acidipropionibacterium-acidipropionici"
"Acidipropionibacterium","damnosum",NA,"CECT 8062; DSM 25450; IGBL13","VP; comb. nov.; validly published under the ICNP; correct name",794762,"https://lpsn.dsmz.de/species/acidipropionibacterium-damnosum"
"Acidipropionibacterium","jensenii",NA,"ATCC 4868; CCUG 48883; CIP 103028; DSM 20535","VP; comb. nov.; validly published under the ICNP; correct name",794758,"https://lpsn.dsmz.de/species/acidipropionibacterium-jensenii"
"Acidipropionibacterium","microaerophilum",NA,"CIP 109962; CNCM I-2360; DSM 13435; M5; NCTC 13649","VP; comb. nov.; validly published under the ICNP; correct name",794761,"https://lpsn.dsmz.de/species/acidipropionibacterium-microaerophilum"
"Acidipropionibacterium","olivae",NA,"CECT 8061; DSM 25436; IGBL1; KCTC 15514","VP; comb. nov.; validly published under the ICNP; correct name",794763,"https://lpsn.dsmz.de/species/acidipropionibacterium-olivae"
"Acidipropionibacterium","thoenii",NA,"ATCC 4874; CCUG 28149; CIP 103029; DSM 20276; HAMBI 247; JCM 6437; LMG 16455","VP; comb. nov.; validly published under the ICNP; correct name",794759,"https://lpsn.dsmz.de/species/acidipropionibacterium-thoenii"
"Acidipropionibacterium","virtanenii",NA,"DSM 106790; JS278; VTT E-113202","VP; sp. nov.; validly published under the ICNP; correct name",797887,"https://lpsn.dsmz.de/species/acidipropionibacterium-virtanenii"
"Acidisarcina","polymorpha",NA,"KCTC 82304; SBC82; VKM B-3225","VL; sp. nov.; validly published under the ICNP; correct name",29545,"https://lpsn.dsmz.de/species/acidisarcina-polymorpha"
"Acidisoma","cellulosilyticum",NA,"DSM 111007; HW T5.17; UBOCC M-3365","VL; sp. nov.; validly published under the ICNP; correct name",28133,"https://lpsn.dsmz.de/species/acidisoma-cellulosilyticum"
"Acidisoma","cladoniae",NA,"JCM 35634; KCTC 82159; PAMC 29798","VL; sp. nov.; validly published under the ICNP; correct name",53265,"https://lpsn.dsmz.de/species/acidisoma-cladoniae"
"Acidisoma","sibiricum",NA,"DSM 21000; TPB606; VKM B-2487","VP; sp. nov.; validly published under the ICNP; correct name",787098,"https://lpsn.dsmz.de/species/acidisoma-sibiricum"
"Acidisoma","silvae",NA,"DSM 111006; HW T2.11; UBOCC M-3364","VL; sp. nov.; validly published under the ICNP; correct name",28121,"https://lpsn.dsmz.de/species/acidisoma-silvae"
"Acidisoma","tundrae",NA,"DSM 19999; VKM B-2488; WM1","VP; sp. nov.; validly published under the ICNP; correct name",787097,"https://lpsn.dsmz.de/species/acidisoma-tundrae"
"Acidisphaera","rubrifaciens",NA,"DSM 16009; HS-AP3; JCM 10600","VP; sp. nov.; validly published under the ICNP; correct name",783272,"https://lpsn.dsmz.de/species/acidisphaera-rubrifaciens"
"Aciditerrimonas","ferrireducens",NA,"DSM 45281; IC-180; JCM 15389","VP; sp. nov.; validly published under the ICNP; correct name",789251,"https://lpsn.dsmz.de/species/aciditerrimonas-ferrireducens"
"Acidithiobacillus","acidisediminis",NA,"CGMCC 1.17059; KCTC 72580; S30A2","VP; sp. nov.; validly published under the ICNP; correct name",49061,"https://lpsn.dsmz.de/species/acidithiobacillus-acidisediminis"
